time,english,french
2536.64,with it's the tidy verse,c'est le verset bien rangé
2539.359,includes,comprend
2541.04,a graphics package and several,un package graphique et plusieurs
2543.44,other small packages that are extremely,autres petits packages qui sont extrêmement
2545.119,useful for data manipulation,utiles pour la manipulation de données
2548.079,in addition to that we're gonna be using,en plus de cela  t nous allons utiliser
2549.52,the labeled package to work with some,le package étiqueté pour travailler avec des
2551.92,value labels and then finally we'll be,étiquettes de valeur et enfin nous
2554.16,using the surveyor package which is a,utiliserons le package d'arpenteur qui est un
2556.96,tidy verse wrapper around the,emballage de vers bien rangé autour du
2560,survey package uh developed by a,package d'enquête euh développé par un
2562.319,statistician named thomas lumley to work,statisticien nommé thomas lumley pour travailler
2564.319,with survey weights,avec des poids d'enquête
2565.839,and,et
2566.64,cluster sample design,la conception de l'échantillon en grappes
2568.4,so we'll be demonstrating how to do that,", nous montrerons donc comment"
2571.28,incorporate survey weights into your,incorporer les poids d'enquête dans votre
2572.64,analysis,NA
2575.44,so we'll begin by kind of considering,"analyse, nous commencerons donc par considérer"
2577.359,the analytic sample,l'échantillon analytique avec
2579.119,that we're working with,lequel nous travaillons
2580.56,uh as uh routine mentioned you know pma,"euh comme euh la routine l'a mentionné, vous savez que pma"
2583.28,uses this open panel design so that,utilise ce panel ouvert  concevoir pour que les
2585.2,women can enter the panel,femmes puissent entrer dans le panel
2587.52,after phase one for example if they age,"après la première phase, par exemple si elles vieillissent"
2590,if they reach age 15. after we've,si elles atteignent l'âge de 15 ans. après que nous ayons
2592.4,already started,déjà commencé
2593.52,um,euh
2593.81,[Music],[Musique]
2595.2,so and they can also be lost to,ainsi et elles peuvent également être perdues de
2596.8,follow-up at any phase if for example,vue à n'importe quelle phase si par exemple
2598.64,they leave the,elles  quitter la
2600.24,study area if they leave the enumeration,zone d'étude s'ils quittent la
2602.24,area,zone de dénombrement
2603.44,um,euh
2604.4,so what you really want to do to start,donc ce que vous voulez vraiment faire pour
2606.079,off is take a look at that variable that,commencer est de jeter un coup d'œil à cette variable que
2607.68,devon pointed out result fq and this,devon a souligné résultat fq et
2609.76,this is the result of the female,c'est le résultat du
2611.52,questionnaire when we have a wide format,questionnaire féminin quand nous  avoir un
2614.4,data extract like the one we're working,extrait de données au format large comme celui avec lequel nous
2615.839,with here um you'll see two versions of,travaillons ici euh vous verrez deux versions du
2618.16,result fq a one will have the suffix one,résultat fq l'une aura le suffixe un qui lui est
2620.8,attached to it and that's the result of,attaché et c'est le résultat du
2622.48,the phase one questionnaire and then the,"questionnaire de la phase un, puis l'"
2625.04,other will have a two and that's from,autre aura  un deux et c'est de la
2626.72,phase two,phase deux
2628.48,uh what you can see here is that um,euh ce que vous pouvez voir ici c'est que euh
2632.24,in the extract we created we selected,dans l'extrait que nous avons créé nous n'avons sélectionné que des
2634.64,female respondents only so that,femmes interrogées afin que
2637.839,everyone who's in our data extract had,tous ceux qui sont dans notre extrait de données aient
2639.839,to complete you know one of the two,à remplir vous savez l'un des deux
2642.48,female questionnaires there are other,questionnaires féminins il y a d'autres
2644,household members on the,membres du ménage  sur la
2645.35,[Music],[musique]
2646.64,i want to look at women who uh,je veux regarder les femmes qui euh ont
2648.8,adopted a method between phase one and,adopté une méthode entre la phase un et la
2650.8,phase two and then also women who,"phase deux, puis aussi les femmes qui ont"
2652.72,discontinued,arrêté
2654.16,um so i think we we discussed cp,euh donc je pense que nous avons discuté cp
2657.04,underscore one and cp underscore two uh,soulignement un et cp soulignement deux euh
2659.76,category one these would be women who,catégorie un ce seraient des femmes qui
2661.68,were not users,n'étaient pas des utilisateurs
2663.2,because their,parce que leur
2664.48,contraceptive use status is zero in both,statut d'utilisation de contraceptifs est nul dans les deux
2667.92,periods um and then for category two if,périodes um et ensuite pour la catégorie deux
2671.599,they were a user in both periods,s'ils étaient un utilisateur dans les deux périodes
2673.839,um category three will be the adopters,um la catégorie trois sera les adoptants
2677.04,because it went from not use into use,parce qu'il est passé de non-utilisation à utilisation
2680.4,and then category four went from use to,a  Et puis la catégorie quatre est passée de l'utilisation à la
2683.2,non-use,non-utilisation
2686.88,and i do want to emphasize,et je tiens à souligner
2688.88,that this will not capture women who,que cela ne capturera pas les femmes qui
2691.839,um who may have,euh qui peuvent avoir
2693.839,used a method for a short period of time,utilisé une méthode pendant une courte période
2695.68,and cancelled or discontinued her use,et annulé ou interrompu son utilisation
2698.4,before we see it show up,avant de la voir apparaître
2700.48,or it might,ou  il se peut que
2702.079,we might not,nous ne
2703.359,uh see,voyions pas euh les
2704.4,women who stopped using between the,femmes qui ont arrêté d'utiliser entre les
2707.359,completed so we'll say,"remplis, donc nous dirons"
2709.599,filter if both of these variables equal,filtrer si ces deux variables sont égales à
2711.92,one,un
2712.72,and you can see here how many cases are,et vous pouvez voir ici combien de cas il
2715.68,left,reste
2718.72,uh in addition to um focusing on women,euh en plus de nous concentrer sur les femmes
2721.2,who completed both questionnaires we're,qui ont rempli les deux questionnaires nous  Je
2722.88,going to be working only with the de,vais travailler uniquement avec la
2724.24,facto population of women and these are,population de facto des femmes et ce sont des
2725.92,women who slept in the household the,femmes qui ont dormi dans le ménage la
2727.44,night bef,nuit avant
2728.4,the night before the household interview,la nuit avant l'entretien avec le ménage
2730.96,uh you'll find that information in the,euh vous trouverez cette information dans la
2732.319,variable residence,variable résidence
2736.8,so now uh these are our final sample,alors maintenant euh ce sont nos derniers
2739.76,sizes,tailles d'échantillon
2741.319,5208 women in burkina faso and 6935,5208 femmes au burkina faso et 6935
2745.2,in kenya,au
2747.92,so we'll move on now to recoding,kenya nous allons donc passer maintenant au recodage un
2750.8,just under 10 discontinued,peu moins de 10 discontinué
2758.96,so a huge advantage of using the,donc un énorme avantage d'utiliser les
2761.359,longitudinal data over cross-sectional,données longitudinales par rapport aux données transversales
2764.16,is that we can observe women both taking,est que nous pouvons observer les femmes à la fois
2766.48,up family planning and discontinuing,prendre la planification familiale et interrompre
2769.28,rather than seeing the net effect in,plutôt que de voir l'effet net en
2771.359,comparing the mcp,comparant le mcp
2773.359,mcpr,mcpr
2774.8,between the two surveys because we may,"entre les deux enquêtes, car nous venons peut-"
2777.2,have only just noticed a a modest,être de remarquer une
2780.4,increase in family planning use,"augmentation modeste de l'utilisation de la planification familiale,"
2783.04,just like netting out the difference,tout comme la différence
2784.8,between adoption and continuation but,"entre l'adoption et la continuation, mais"
2787.2,then we wouldn't really be seeing,alors nous ne le ferions pas  Je ne vois vraiment pas
2789.76,the movement in those categories,le mouvement dans ces catégories
2795.44,so and just so we can get a sense of,afin que nous puissions avoir une idée de
2799.44,how,la différence entre le
2800.24,kenya and burkina faso differed,Kenya et le Burkina Faso
2803.2,i've got a bar graph and we'll just be,. J'ai un graphique à barres et nous allons simplement
2805.839,um,comparer
2808.079,we'll be comparing,NA
2810.079,these categories between the two,ces catégories entre les deux
2812,countries,pays.
2815.04,so i'm using,donc
2816.4,the unweighted um counts of women um so,j'utilise le décompte non pondéré des femmes euh donc
2819.92,you can as you can see um,vous pouvez comme vous pouvez le voir euh
2822,there are a lot more consistent users in,il y a beaucoup plus d'utilisateurs cohérents au
2825.599,kenya than there are in burkina faso but,kenya qu'il n'y en a au burkina faso mais
2828.079,this does not take into account that,cela ne tient pas compte du fait que
2829.68,these samples have different sample,ces échantillons ont des
2831.52,sizes,tailles d'échantillon différentes
2832.48,and i just wanted to,et  je voulais juste
2833.92,um demonstrate the differences between,um démontrer les différences entre
2837.04,these two,ces deux
2838.24,graphs that like it it really matters,"graphiques qui l'aiment, c'est vraiment important"
2840.8,about um and make sure to,pour um et assurez-vous de
2843.28,graph proportions,représenter graphiquement les proportions
2845.04,because these will look a little,car elles seront un peu
2846.319,different,différentes
2847.599,if we're not using the sums,si nous n'utilisons pas les
2852.8,so as you can see,"sommes, comme vous pouvez le voir,"
2854.72,the non-users are,les non-utilisateurs représentent
2856.72,a huge portion of burkina faso but you,"une grande partie du burkina faso, mais vous"
2860,still see quite a bit of movement in,voyez toujours pas mal de mouvement
2861.92,both in both countries you have a com a,"dans les deux pays, vous avez un segment"
2864.64,comparable,comparable
2865.92,um segment of these women who adopted or,de ces femmes qui  adopté ou
2868.96,discontinued but again these are,"abandonné, mais encore une fois, ce sont des"
2871.28,unweighted,NA
2872.64,proportions,NA
2876.319,all right uh so,"proportions non pondérées, d'accord, donc"
2878.4,i'm gonna double check,je vais vérifier
2880.4,on the chat see if there's any questions,"sur le chat pour voir s'il y a des questions,"
2883.76,um,euh d'
2886.88,okay,"accord,"
2888.079,um,NA
2890.16,feel free to um add questions in the,n'hésitez pas à ajouter des questions dans le
2893.359,chat i'll try to um,"chat, j'essaierai de"
2895.68,check back in to see if there's any,revenir pour voir  s'il y a des
2898.319,things that i should uh clarify or go,choses que je devrais clarifier ou
2900.559,back to um but for now,revenir à euh mais pour l'instant
2903.839,um i'm going to continue on,euh je vais continuer sur
2906.16,um,euh
2907.2,so,donc
2908.48,as we said um our our simple logistic,comme nous l'avons dit euh notre simple régression logistique sur
2911.359,regression that we're going to,laquelle nous allons nous
2913.2,um to focus on today is going to be on,concentrer aujourd'hui va  être de
2917.44,whether,savoir si les
2919.04,impacts of covid,impacts de covid
2921.2,had it,NA
2923.04,were had some significant effects on,avaient eu des effets significatifs sur le
2925.52,when whether women adopted a family,moment où les femmes ont adopté une
2928.079,planning method or discontinued their,méthode de planification familiale ou ont interrompu leur
2930.24,method,"méthode,"
2931.44,so i'm going to reuse categories three,donc je vais réutiliser les catégories trois
2934.319,and four and just rename them to,et quatre et les renommer simplement en
2936.079,adoption and discontinue,adoption et interrompre
2938.4,just so it's a lot more clear,juste pour que ce soit beaucoup  plus clair
2941.359,and we don't have to memorize,et nous le faisons  Je n'ai pas besoin de mémoriser
2943.119,what three and four mean,ce que signifient trois et quatre
2947.44,and then i also want to take a look at,", puis je veux également jeter un œil à l'"
2950.16,one of our,une de nos
2951.52,main explanatory variables of whether,"principales variables explicatives, à savoir si"
2954.4,the household lost income,le ménage a perdu des revenus en
2956.72,due to cobit,raison du
2958.319,um and so this is what i was getting at,cobit euh et c'est donc ce à quoi je voulais en venir
2961.04,in,NA
2962.079,um when we're creating the data extract,quand nous  Je crée l'extrait
2964.8,from the website so we have this niu,"de données du site Web, nous avons donc cette"
2967.52,category of not in universe so this,"catégorie niu de pas dans l'univers, donc"
2970.72,these are women who lived in households,ce sont des femmes qui vivaient dans des ménages
2972.88,that did not lose income,"qui n'ont pas perdu de revenus,"
2976.24,because,car les
2978.48,women were only given this question in,femmes n'ont reçu cette question dans
2980.8,their survey if they reported that their,leur enquête que si elles ont déclaré que leur
2982.96,household did lose income,"ménage l'avait fait  perdre des revenus,"
2985.52,so for the purposes of,donc pour les besoins de
2988.64,this,cette
2990,analysis what we wanted to do is look at,"analyse, ce que nous voulions faire, c'est"
2993.52,did the household lose income or not,examiner si le ménage a perdu des revenus ou
2998.72,so,"non,"
3000.24,and then also,et puis aussi
3001.839,was it due to covet,était-ce dû à la convoitise
3003.68,so we kind of have three categories of,", nous avons donc en quelque sorte trois catégories de"
3005.44,women here um,femmes ici euh et
3007.119,what if cv income loss is no that means,"si cv la perte de revenus est  non, cela signifie"
3010.64,they did lose income but they said it,"qu'ils ont perdu des revenus, mais ils ont dit que ce"
3012.64,was not due to covid,"n'était pas à cause de covid,"
3014.64,we have women who said their income,nous avons des femmes qui ont dit que leurs revenus avaient
3016.96,was impacted and it was due to covet and,"été touchés et que c'était dû à la convoitise,"
3019.92,then women who said,puis des femmes qui ont dit que
3021.68,my household did not lose income,"mon ménage n'avait pas perdu de revenus,"
3024.839,so you have we have two choices here um,"donc vous avez nous avons deux choix h  euh,"
3028.72,we could either,nous pourrions soit
3030.48,make this into a three category variable,en faire une variable à trois catégories
3033.92,um and,euh et
3035.28,um,euh
3036.48,the,le
3037.2,factor level,niveau de facteur
3038.96,so you can see here that our numeric,afin que vous puissiez voir ici que nos
3040.72,codes are gone and they've been replaced,codes numériques ont disparu et qu'ils ont été remplacés
3042.48,with,par des
3043.44,characters no and yes and n a,caractères non et oui et n a
3046.8,uh the reason we want to,euh la raison pour laquelle nous voulons
3048.4,transform our,transformer notre
3050.4,numeric variables into,les variables numériques en
3052.319,factors in the end is because um,facteurs à la fin est parce que euh
3055.119,if you do any kind of graphing,"si vous faites n'importe quel type de graphique,"
3057.04,you're going to then see the value label,vous allez voir l'étiquette de valeur
3059.28,rather than the numeric code you'll see,"plutôt que le code numérique, vous verrez"
3060.96,the numeric codes if you forget to turn,les codes numériques si vous oubliez de le
3062.88,it into a factor and it also makes,transformer en facteur et il  rend également le
3064.8,working with dummy variables in,travail avec des variables fictives dans
3066.4,regression analysis quite a bit easier,l'analyse de régression un peu plus
3068.559,as well,facile et les
3072.24,likert style questions can be treated as,questions de style likert peuvent également être traitées comme des
3074.8,factors as well here's that covid,facteurs voici cette
3076.96,concern variable that devin introduced,variable de préoccupation covid que devin a introduite
3080.24,indicating a woman's level of concern,indiquant le niveau de préoccupation d'une femme à l'
3082.559,about becoming affected with covid19 and,idée d'être affectée par covid19
3085.2,this is at at phase two amidst the,et c'est à la phase  deux au milieu de la
3088.079,pandemic,pandémie
3089.44,um you can see here that we've got this,euh vous pouvez voir ici que nous avons cette
3091.28,likert style uh scale ranging from not,échelle euh de style likert allant de pas
3094.16,concerned to very concerned but then you,inquiet à très inquiet mais ensuite vous
3096.24,have this code 5,avez ce code 5
3098.72,currently or previously infected with,actuellement ou précédemment inf  ected avec
3100.48,cobid19,cobid19
3102,and you have a few missing responses so,"et vous avez quelques réponses manquantes, donc"
3108.24,this time what we're going to do is use,"cette fois, ce que nous allons faire est d'"
3110.72,that use that value pronoun again to say,utiliser à nouveau ce pronom de valeur pour dire
3113.92,that we would like to label n a,que nous aimerions étiqueter n a
3116.559,any value where the value,toute valeur où la valeur
3119.52,is greater or equal,est supérieure ou égale
3121.839,greater than or equal to 5.,supérieure ou égale  à 5.
3123.76,and then um i'm just going to speed,et puis euh je vais juste accélérer les
3125.44,things along here and pipe that directly,choses ici et diriger cela directement
3127.599,to our function as factor,vers notre fonction en tant que facteur
3130.4,so um that gets rid of the 5 and the 98,donc euh cela se débarrasse du 5 et du 98
3133.52,that we saw and then,que nous avons vu et ensuite le
3135.839,turns it into a factor,transforme en un facteur
3142.48,uh okay so something that we feature a,euh d'accord donc quelque chose  que nous présentons
3145.04,lot on the blog is,beaucoup sur le blog est une
3147.839,sort of strategies to make your data,sorte de stratégies pour rendre votre
3150,cleaning workflow more efficient and one,flux de travail de nettoyage de données plus efficace et l'une
3152.319,of my favorite strategies is using the,de mes stratégies préférées consiste à utiliser à nouveau la
3154.48,across function from deep wire deep,fonction transversale de la pince profonde à fil profond
3156.8,plier again is one of those packages,est l'un de ces
3159.68,that gets loaded when you load the tidy,packages qui est chargé lorsque vous chargez le rangement
3161.76,burst,éclater
3162.72,and across just allows you to run the,et traverser vous permet simplement d'exécuter la
3165.359,same data manipulation function over,même fonction de manipulation de données sur
3167.92,several variables in sequence so here,"plusieurs variables en séquence, donc ici,"
3170.24,i'm saying okay across these variables,"je dis d'accord sur ces variables,"
3173.2,i'd like to do,je voudrais faire
3174.48,basically the workflow we saw on our on,essentiellement le flux de travail que nous avons vu sur notre
3176.559,our,NA
3177.359,on our last slide,"sur notre dernière diapositive,"
3179.04,so this is country,donc c'est  c  pays
3180.4,uh the urban rural status of the,euh le statut urbain rural de la
3182.48,enumeration area where the one woman,zone de dénombrement où la seule femme
3184.64,resides um the wealth uh tertile of her,réside euh la richesse euh tertile de son
3188.88,household and her general education,ménage et son
3192.24,level so with each one of those we'll,niveau d'éducation générale donc avec chacun d'eux nous allons
3194.24,we'll,NA
3195.28,turn the,transformer les
3196.64,values above 90 into n a's and then of,valeurs supérieures à 90 en n a et  alors
3199.839,course as a factor,"bien sûr, en tant que facteur"
3204.72,uh so,"euh, donc"
3206.079,something that everyone does when they,quelque chose que tout le monde fait quand ils
3208.48,start working with categorical variables,"commencent à travailler avec des variables catégorielles,"
3210.319,is that they have to learn you know how,c'est qu'ils doivent apprendre que vous savez
3211.839,to set a reference group um,comment définir un groupe de référence euh
3213.839,you can do this with a another um,vous pouvez le faire avec une autre
3216.24,function from the four cats,fonction um du package quatre chats
3218.559,package um it's factor re-level so here,euh c'est  facteur re-niveau donc ici
3222,here i'm setting up,ici je configure l'
3223.839,age in three groups,âge en trois groupes
3226.8,so um,donc euh une
3228.64,sort of a young group a middle group and,sorte de groupe jeune un groupe intermédiaire et
3230.079,an older group,un groupe plus âgé
3232.72,and i do that with case when and that,et je le fais avec le cas où et qui
3235.599,creates this character string but i want,crée cette chaîne de caractères mais je
3237.2,to make sure that,veux m'assurer que
3238.88,i use,j'utilise
3240.64,uh the youngest group as my reference,euh le groupe le plus jeune comme mon
3242.8,group um factor v level is going to set,groupe de référence um factor v level va définir
3246.24,your levels in the order that you that,vos niveaux dans l'ordre que
3248.559,you specify here so this will ensure,"vous spécifiez ici, donc cela garantira"
3251.2,that the youngest group is is the,que le groupe le plus jeune est le
3252.559,reference group,"groupe de référence,"
3255.92,all right so much for our um,tant pis pour notre um
3260.319,independent variables we're now going to,"indépendant  ent variables, nous allons maintenant"
3261.68,look at our dependent variables,"examiner nos variables dépendantes,"
3270,so um,donc euh
3271.839,as devon mentioned we're interested in,"comme devon l'a mentionné, nous sommes intéressés à"
3274.319,predicting,prédire l'
3277.119,contraceptive method adoption and,adoption et l'
3279.96,discontinuation between phase one and,arrêt de la méthode contraceptive entre la phase un et la
3282.079,phase two,phase deux
3283.52,and we're primarily interested in how um,et nous sommes principalement intéressés par l'
3287.2,those covid19 variables impact whether,impact de ces variables covid19 sur le fait que les
3290.799,women adopted a method or just continued,femmes  adopté une méthode ou juste continué
3292.72,a method,une méthode
3294.4,so we're going to use this variable,donc nous allons utiliser cette variable
3296.88,cp,cp
3299.119,to create,pour créer
3301.44,basically,essentiellement
3305.68,here for,ici pendant
3306.799,um about 20 minutes so um we've got,euh environ 20 minutes donc euh il nous
3309.839,about 10 minutes left and i want to um,reste environ 10 minutes et je veux euh
3312.96,establish,établir
3314.24,that um,que euh
3315.92,the,le plan d'
3316.96,sample design of pma is a survey and,échantillonnage de pma  est une enquête et
3320,it's,c'est
3321.04,and it's a multi-stage cluster,"et c'est une grappe à plusieurs degrés,"
3323.2,so i'm going to include the primary,donc je vais inclure l'
3325.119,sampling unit,unité d'échantillonnage primaire
3326.96,in my,dans mon
3328.079,my weighting,NA
3329.52,survey set and we also have,ensemble d'enquête de pondération et nous avons également
3332.4,the,les
3333.44,primary sampling units were selected,unités d'échantillonnage primaires qui ont été sélectionnées en
3335.839,according to strata,"fonction des strates,"
3337.76,so i'm going to include that and also,donc je vais l'inclure  et
3340.24,declare that panel weight is the weight,déclare également que le poids du panneau est le poids
3342.48,that i want to use um to get,que je veux utiliser pour obtenir des
3344.319,representative proportions so i'm going,"proportions représentatives, donc je vais l'"
3347.04,to,NA
3348.4,run that,exécuter
3351.839,so,NA
3353.52,to get across tabulation with a weighted,"pour obtenir un tableau avec une proportion pondérée,"
3356,proportion then i just insert the svy,puis je viens d'insérer  rt le
3358.799,colon ahead of my cross tabulation or,côlon svy avant mon tableau croisé ou
3363.2,ahead of my logit,"avant mon logit,"
3365.119,so i'm going to run both an unweighted,donc je vais exécuter à la fois un tableau croisé non pondéré
3368,and a weighted,et pondéré
3369.76,cross tabulation of how many women,du nombre de femmes qui ont
3372,adopted family planning in both of these,adopté la planification familiale dans ces deux
3374.4,countries and then the weighted version,"pays, puis la version pondérée"
3378.96,just to compare the differences,juste pour comparer le  différences
3381.76,um so in the non-weighted we have 15.77,"euh donc dans le non pondéré, nous avons 15,77"
3386.96,percent of this grouping in burkina faso,% de ce groupe au burkina faso
3390.16,adopted and 16.12,"adopté et 16,12"
3392.64,in kenya um as you can see there was,au kenya euh comme vous pouvez le voir il y avait
3396.4,an oversampling of women who adopted in,un suréchantillonnage de femmes qui ont adopté au
3399.2,burkina a little bit of an undersampling,burkina un peu un sous-échantillonnage
3401.52,in kenya so we've got little um so we,au kenya donc nous avons  eu peu euh donc nous
3404.16,have a bit of a difference uh not wildly,avons un peu de différence euh pas très
3407.76,different but um still corrected uh for,différent mais euh toujours corrigé euh pour
3411.44,uh attrition and those other uh features,euh l'attrition et ces autres euh caractéristiques
3414.64,that those weights control for,que ces poids contrôlent pour
3417.28,excellent so,excellent donc
3419.44,um,euh
3420.88,i'm also going to create,je vais aussi créer
3423.28,an age category,une variable catégorielle de catégorie d'âge
3425.44,categorical variable,NA
3427.68,the way that the carp paper did,le chemin  que le papier de la carpe a fait
3431.28,and,et
3432.48,we i'm also going to include,nous je vais aussi inclure
3434.72,um a categorical for parody um so,un catégorique pour la parodie euh donc
3438.96,grouping the number of births,regrouper le nombre de naissances
3441.599,and then finally um i'm building my,et puis finalement euh je construis mon
3444.079,model,modèle
3445.68,so i'm going to have,donc je vais avoir
3447.28,separate regressions for each country,"des régressions séparées  pour chaque pays,"
3449.359,i'm not going to pull them together for,je ne vais pas les rassembler pour
3450.799,this analysis,cette analyse
3452.559,because,car
3454.96,the,l'
3457.119,each country's coveted restriction,NA
3459.2,experience was different,"expérience de restriction convoitée de chaque pays était différente,"
3461.599,so i'm going to have separate models for,donc je vais avoir des modèles séparés pour l'
3464.96,adoption and,adoption et l'
3466.52,discontinuation and also by country so,"abandon et aussi par pays, ce"
3469.119,that leaves us with four models,qui nous laisse avec quatre modèles
3472,so i'll get a lot of things going on my,donc je  Je vais avoir beaucoup de choses sur mon
3474.16,screen so i've gotta,"écran, donc je"
3476.079,um,NA
3477.68,all right so we have,"dois bien, donc"
3479.44,we did just copy this and actually paste,nous avons juste copié ceci et le
3481.599,it into stata hopefully it's a little,coller dans stata j'espère que c'est un peu
3483.599,more,plus
3484.4,visible,visible
3485.52,and i'm restricting to burkina faso for,et je me limite au burkina faso pour
3488.24,this one so i've got,celui-ci  donc j'ai
3489.839,we're estimating the um,nous estimons la
3491.92,probability that the woman,probabilité euh que la femme
3493.68,was,soit
3494.64,of non-users in the first phase whether,des non-utilisatrices dans la première phase si
3497.28,she adopted in the second phase,elle a adopté dans la deuxième phase
3499.52,so we've got our age recode her urban,donc nous avons notre âge recode son statut urbain
3501.92,status,NA
3503.52,her,sa
3504.319,wealth turtile her education level,richesse turtile son niveau d'éducation
3508.16,whether her family lost income due,si elle  la famille a perdu des revenus à cause
3510.96,to covid um and then whether how,"de covid euh, puis si"
3513.92,concerned she was about contracting,elle était préoccupée par le fait de contracter la
3516.319,covet and then we're going to get the,"convoitise, puis nous allons obtenir les"
3519.04,odds ratios so it's a lot easier to,"rapports de cotes, donc c'est beaucoup plus facile à"
3521.44,interpret,interpréter d'
3523.839,okay,"accord,"
3526.079,so,donc à
3527.68,because of limited time i won't go,"cause du temps limité, je ne passerai pas"
3530,through each of the control variables,par chacun  des variables de contrôle
3531.76,and of course there are plenty others,et bien sûr il y en a beaucoup d'autres
3534.079,that we could be including um,que nous pourrions inclure euh
3536.96,i did want to focus a little bit on our,je voulais me concentrer un peu sur nos
3539.28,explanatories,explications
3540.88,so unfortunately for bikini fosso these,donc malheureusement pour bikini fosso ce
3543.76,are not,ne sont pas
3544.96,um,euh
3545.92,they're not significant uh statistically,ils ne sont pas significatifs euh statistiquement
3549.119,um but,euh mais
3550.72,we do have,nous avons
3552.24,the,le
3553.04,magnitude or the direction of the point,l'ampleur ou la direction de l'
3555.119,estimate um is somewhat interesting uh,"estimation ponctuelle euh est quelque peu intéressante, euh"
3558.079,so if this was statistically significant,"donc si c'était statistiquement significatif,"
3560.64,we might interpret if um the woman's,nous pourrions interpréter si euh le ménage de la femme a
3563.28,household lost income she might be,"perdu des revenus, elle pourrait être"
3566.319,um a little bit more likely to,euh un peu plus susceptible d'
3569.04,adopt a method perhaps,adopter une méthode peut
3570.96,her demand for having a child soon was,-être sa demande d'avoir un enfant bientôt  a été
3572.96,affected by the income loss um but,"affecté par la perte de revenu, euh,"
3576.24,it's not clear here but this is room for,"mais ce n'est pas clair ici, mais il y a de la place"
3579.2,for more investigation perhaps there are,"pour une enquête plus approfondie, peut-être qu'il y a des"
3581.44,things that we aren't controlling for,choses que nous ne contrôlons pas et
3583.2,that we should be it would be some of an,"que nous devrions être, ce serait une partie d'un"
3585.04,variable bias um,"biais variable, d'"
3587.599,okay and then,"accord, puis"
3588.96,next,ensuite
3589.92,to adjust our confidence intervals um so,pour ajuster  nos intervalles de confiance afin
3593.359,that you don't get any values that are,que vous n'obteniez aucune valeur
3595.44,below zero or above one hundred percent,"inférieure à zéro ou supérieure à cent pour cent,"
3597.76,basically,NA
3599.119,so if you do that you'll get a table,"donc si vous faites cela, vous obtiendrez un tableau"
3600.48,like this,"comme celui-ci,"
3601.52,i'm going to move along a bit quickly,je vais  pour avancer un peu rapidement
3603.04,here because we've got about six minutes,ici parce qu'il nous reste environ six minutes
3605.44,left,NA
3606.559,um,euh
3607.44,but,mais
3610,you saw that we get a coefficient,vous avez vu que nous obtenons une
3612.16,estimate and a confidence interval here,estimation de coefficient et un intervalle de confiance ici
3614.4,i'm just using the same function that we,j'utilise simplement la même fonction que nous
3617.2,we saw before but with,avons vue auparavant mais avec
3619.2,gm error bar to insert these error bars,une barre d'erreur gm à  insérez ces barres d'erreur
3623.04,indicating the confidence interval,indiquant l'intervalle de confiance que
3625.52,i don't think i mentioned but this is a,je ne pense pas avoir mentionné mais il s'agit d'un
3626.88,95 confidence interval by default and of,intervalle de confiance de 95 par défaut et
3629.359,course you can adjust that as as needed,"bien sûr vous pouvez l'ajuster au besoin,"
3634.4,all right so finally we'll uh spend the,donc finalement nous allons passer les
3636.64,last five minutes on our,cinq dernières minutes sur notre
3639.839,analysis,analyse
3641.599,so we're going to use that exact same,nous allons donc utiliser exactement la même
3643.359,surveyor,NA
3644.64,toolkit to model our dependent variables,boîte à outils d'arpenteur pour modéliser nos variables dépendantes
3648.88,with this,avec cette
3650.88,survey glm function which comes from,fonction d'enquête glm qui provient de
3653.599,that survey package,"ce package d'enquête,"
3657.44,this is similar to the glm function that,cela est similaire à la fonction glm que la
3660.16,most our users,"plupart de nos utilisateurs,"
3663.44,so,donc
3664.48,once again with burkina faso,encore une fois avec le burkina faso
3666.88,not a lot going on with with these,pas beaucoup de choses  avec ces
3670.319,coveted impact variables but again there,"variables d'impact convoitées, mais encore une fois, il"
3673.28,are lots of different covet impact,y a beaucoup de variables d'impact de convoitise différentes
3674.96,variables,NA
3676.16,in these data,dans ces données
3677.52,and,et
3679.04,perhaps there's there's something about,peut-être qu'il y a quelque chose dans
3682.319,the way that,la façon dont les
3683.52,covid restrictions uh ruled out in,restrictions covid sont exclues dans
3686.559,burkina faso versus kenya that um,burki  na faso contre le kenya qui euh
3689.599,that determine,qui déterminent
3691.2,the impacts,les impacts
3692.559,um okay and then,euh d'accord et puis
3694.319,with kenya for discontinuation we once,"avec le kenya pour l'arrêt, nous"
3697.44,again see that the concern,voyons encore une fois que la
3701.28,variable,variable de préoccupation
3702.4,was significantly,était significativement
3704.72,significant compared to so women who,significative par rapport aux femmes qui
3706.72,were not at all concerned,n'étaient pas du tout inquiètes
3710,compared to well women who were,par rapport aux femmes bien portantes qui
3712.64,concerned about getting coveted um,craignaient d'être convoitées euh
3714.96,compared to women who were not at all,par rapport aux femmes qui n'étaient pas du tout
3716.48,concerned were um far more likely to,concernées étaient euh beaucoup plus susceptibles d'
3719.92,discontinue a method so that's,"arrêter une méthode, donc c'est également"
3721.68,consistent with the adoption results as,cohérent avec les résultats d'adoption
3724.799,well,NA
3725.68,and i think we have just very,et je pense que nous n'avons que très
3728.559,um,euh
3729.599,we only have a few minutes left i,nous n'avons plus que quelques minutes je
3731.039,believe so i'm gonna,crois donc je vais
